jobRunId,ts,dbName,tableName,specification,kind,name,check,severity,errorMessage,success
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,"CompletnessConstraint(Completness(User,id,None))",Completness,"VERSION_NUMBER,None",WARNING,Value doesnot meet constraint requirement,False
100,1981-02-14T12:04:15,GoldESP,PRICE,NonNegativeConstraint,Compliance,BUYER_CODE,ERROR,Value doesnot meet constraint requirement,False
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,ComplianceConstraint,Completness,"TASK_CODE,None",ERROR,,True
100,1981-02-14T12:04:15,GoldESP,TASK_PENALTIES,"CompletnessConstraint(Completness(id,None))",Uniqueness,"TASK_CODE,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,BUYERS,NonNegativeConstraint,Compliance,"VERSION_NUMBER>1,None",ERROR,Input data not in correct Format,False
100,1981-02-14T12:04:15,GoldESP,PRICE,"CompletnessConstraint(Completness(User,id,None))",Compliance,DESCRIPTION,WARNING,Value cannot be null,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,NonNegativeConstraint,Compliance,"VERSION_NUMBER>1,None",ERROR,,True
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,"CompletnessConstraint(Completness(User,id,None))",Uniqueness,"ITEM_ID,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,PRICE,"UniquenessConstraint(Uniqueness(List(ITEM_ID),None))",Completness,"PENALTY_MARK,None",WARNING,Unique Constraint Failure,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,"UniquenessConstraint(Uniqueness(List(ITEM_ID),None))",Compliance,"VERSION_NUMBER,None",WARNING,Unique Constraint Failure,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,NonNegativeConstraint,BASIC,"PENALTY_MARK,None",WARNING,Unique Constraint Failure,False
100,1981-02-14T12:04:15,GoldESP,BUYERS,NonNegativeConstraint,Completness,"TASK_CODE,None",ERROR,Value cannot be null,False
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,IsContainedInConstraint,Uniqueness,"TASK_CODE,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,"CompletnessConstraint(Completness(User,id,None))",Completness,BUYER_CODE,WARNING,Value cannot be null,False
100,1981-02-14T12:04:15,GoldESP,TASK_PENALTIES,"UniquenessConstraint(Uniqueness(List(ITEM_ID),None))",Uniqueness,"PENALTY_VALUE,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,TASK_PENALTIES,"CompletnessConstraint(Completness(id,None))",Compliance,"VERSION_NUMBER>1,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,TASK_PENALTIES,"CompletnessConstraint(Completness(User,id,None))",BASIC,"PENALTY_MARK,None",ERROR,,True
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,HasDataTypeConstraints,Completness,"PENALTY_VALUE,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,BUYERS,"CompletnessConstraint(Completness(User,id,None))",BASIC,"TASK_CODE,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,PRICE,HasDataTypeConstraints,Compliance,"PENALTY_VALUE,None",ERROR,,True
100,1981-02-14T12:04:15,GoldESP,BUYERS,HasDataTypeConstraints,BASIC,"VERSION_NUMBER>1,None",ERROR,Unique Constraint Failure,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,"CompletnessConstraint(Completness(User,id,None))",Uniqueness,"PENALTY_MARK,None",ERROR,Unique Constraint Failure,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,"CompletnessConstraint(Completness(id,None))",Compliance,"VERSION_NUMBER,None",WARNING,Unique Constraint Failure,False
100,1981-02-14T12:04:15,GoldESP,PRICE,IsContainedInConstraint,BASIC,BUYER_CODE,WARNING,,True
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,NonNegativeConstraint,Uniqueness,BUYER_CODE,WARNING,,True
100,1981-02-14T12:04:15,GoldESP,USER_REF1,ComplianceConstraint,Uniqueness,"TASK_CODE,None",WARNING,Input data not in correct Format,False
100,1981-02-14T12:04:15,GoldESP,TASK_PENALTIES,ComplianceConstraint,Uniqueness,BUYER_CODE,ERROR,Unique Constraint Failure,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,IsContainedInConstraint,Uniqueness,DESCRIPTION,WARNING,Value cannot be null,False
100,1981-02-14T12:04:15,GoldESP,BUYERS,IsContainedInConstraint,Compliance,"PENALTY_VALUE,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,PRICE,ComplianceConstraint,Compliance,DESCRIPTION,WARNING,Value cannot be null,False
100,1981-02-14T12:04:15,GoldESP,PRICE,ComplianceConstraint,Uniqueness,"ITEM_ID,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,PRICE,IsContainedInConstraint,Completness,DESCRIPTION,WARNING,,True
100,1981-02-14T12:04:15,GoldESP,PRICE,NonNegativeConstraint,Uniqueness,"VERSION_NUMBER>1,None",ERROR,,True
100,1981-02-14T12:04:15,GoldESP,BUYERS,"CompletnessConstraint(Completness(id,None))",Uniqueness,"VERSION_NUMBER,None",ERROR,,True
100,1981-02-14T12:04:15,GoldESP,PRICE,"UniquenessConstraint(Uniqueness(List(ITEM_ID),None))",BASIC,"PENALTY_VALUE,None",ERROR,Value cannot be null,False
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,HasDataTypeConstraints,Compliance,"VERSION_NUMBER>1,None",WARNING,Input data not in correct Format,False
100,1981-02-14T12:04:15,GoldESP,BUYERS,HasDataTypeConstraints,BASIC,"PENALTY_MARK,None",ERROR,Value cannot be null,False
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,IsContainedInConstraint,Uniqueness,"VERSION_NUMBER>1,None",ERROR,,True
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,"CompletnessConstraint(Completness(id,None))",Uniqueness,"TASK_CODE,None",WARNING,Value doesnot meet constraint requirement,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,"CompletnessConstraint(Completness(User,id,None))",BASIC,BUYER_CODE,ERROR,,True
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,HasDataTypeConstraints,Compliance,"PENALTY_VALUE,None",WARNING,,True
100,1981-02-14T12:04:15,GoldESP,TASK_PENALTIES,"CompletnessConstraint(Completness(id,None))",BASIC,"VERSION_NUMBER>1,None",ERROR,Unique Constraint Failure,False
100,1981-02-14T12:04:15,GoldESP,BUYERS,ComplianceConstraint,Uniqueness,"VERSION_NUMBER,None",WARNING,Unique Constraint Failure,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,ComplianceConstraint,Uniqueness,"ITEM_ID,None",WARNING,Value cannot be null,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,HasDataTypeConstraints,Completness,BUYER_CODE,WARNING,,True
100,1981-02-14T12:04:15,GoldESP,BUYERS,"CompletnessConstraint(Completness(id,None))",Completness,"ITEM_ID,None",ERROR,Value doesnot meet constraint requirement,False
100,1981-02-14T12:04:15,GoldESP,ASSET_REQUIRED_ON_RECEIPT,HasDataTypeConstraints,Compliance,"VERSION_NUMBER>1,None",ERROR,,True
100,1981-02-14T12:04:15,GoldESP,USER_REF1,ComplianceConstraint,Completness,"PENALTY_MARK,None",ERROR,,True
100,1981-02-14T12:04:15,GoldESP,BUYERS,HasDataTypeConstraints,Compliance,"TASK_CODE,None",ERROR,Value cannot be null,False
100,1981-02-14T12:04:15,GoldESP,BUYERS,"CompletnessConstraint(Completness(User,id,None))",BASIC,"PENALTY_VALUE,None",WARNING,Value doesnot meet constraint requirement,False
100,1981-02-14T12:04:15,GoldESP,USER_REF1,ComplianceConstraint,Uniqueness,BUYER_CODE,WARNING,,True
100,1981-02-14T12:04:15,GoldESP,USER_REF1,"CompletnessConstraint(Completness(id,None))",Completness,"PENALTY_MARK,None",ERROR,Input data not in correct Format,False
100,1981-02-14T12:04:15,GoldESP,TASK_PENALTIES,"CompletnessConstraint(Completness(User,id,None))",Uniqueness,"VERSION_NUMBER,None",ERROR,,True
